"YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId","Party"
1974,"Female","over $150,000","Married (no kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","No","Receiving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","No","Yes","Yes","TMI","No","Yes","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Only-child","No","No","Yes",1970,"Democrat"
1973,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",1971,"Democrat"
1980,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","No","No","No","Yes","Yes","No","Private","Yes","No","No","No","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","TMI","No","No","Talk","People","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","No","Yay people!","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",1972,"Republican"
1987,"Female","$25,001 - $50,000","Domestic Partners (no kids)","Current K-12","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",1974,"Democrat"
1989,"Male","under $25,000","Married (w/kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Only-child","Yes","Yes","Yes",1976,"Republican"
1994,"Female","under $25,000","Domestic Partners (no kids)","Master's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","No","Yes","Yes","No","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","No","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",1977,"Democrat"
1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","No","No","Me","No","No","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",1979,"Democrat"
1967,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Rent","Pessimist","Mom","Yes","Yes","No","Yes","Check!","No","No","No","Yes","No","No","Yes","No","No","Yes",1980,"Democrat"
1984,"Male","$100,001 - $150,000","Married (w/kids)","Current Undergraduate","Yes","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","Yes","Right","No","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","Yes","No","Demanding","Yes","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1981,"Democrat"
1977,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","No","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Talk","People","Yes","No","No","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",1983,"Republican"
1969,"Male","$75,000 - $100,000","Married (no kids)","Master's Degree","No","No","No","No","Yes","Yes","Private","No","Yes","No","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","No","No","No","Yes","Yes","No","Only-child","No","Yes","Yes",1984,"Democrat"
1987,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","A.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Socialize","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Rent","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",1985,"Republican"
1979,"Female","$50,000 - $74,999","Married (no kids)","Master's Degree","Yes","Yes","No","No","No","No","Public","No","No","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","No","No","Circumstances","Yes","No","No","Yes","Yes","TMI","No","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","Yes","No","No","Yes","Grrr people","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes",1986,"Republican"
1971,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","No","Private","No","Yes","No","No","No","Yes","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","No","End","Yes","Yes","Me","Yes","No","Yes","No","Yes","TMI","Yes","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes",1987,"Democrat"
1964,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Private","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","Yes","Yes","Receiving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","No","No","Circumstances","Yes","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",1988,"Democrat"
1965,"Male","over $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","Yes","Yes","No","Yes","No","TMI","Yes","No","Tunes","People","No","No","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",1989,"Republican"
1990,"Female","under $25,000","Married (w/kids)","High School Diploma","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","No","Yes","Yes","P.M.","No","End","No","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Only-child","Yes","No","No",1990,"Democrat"
1956,"Male","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Yes","No","No","Yes","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","No","No","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",1991,"Republican"
1964,"Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",1992,"Democrat"
1970,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","Yes","No","No","No","No","No","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",1993,"Democrat"
1975,"Female","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","No","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","No","No","No","TMI","No","Yes","Talk","People","Yes","Yes","No","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","No",1994,"Democrat"
1950,"Male","over $150,000","Married (w/kids)","Doctoral Degree","No","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Right","No","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","No","No","TMI","No","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes",1996,"Democrat"
1972,"Female","$25,001 - $50,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","No","No","Yes","No","Giving","No","Yes","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","Yes","Socialize","No","Online","Yes","Yes","No","No","Yay people!","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",1997,"Democrat"
1980,"Male","$50,000 - $74,999","Married (w/kids)","Current K-12","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","No","TMI","No","No","Talk","People","No","No","No","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Only-child","Yes","No","Yes",1998,"Republican"
1989,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","Start","No","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","No",2000,"Republican"
