"","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserId"
"40710",1953,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","Yes","Yes","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",2109
"40810",1900,"Female","over $150,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","No","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","No","No","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2113
"40910",1951,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","No","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","No","No","No","Supportive","Yes","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",2116
"41010",1988,"Female","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",2120
"41110",1986,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","No","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","No","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",2124
"41210",1969,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","No","Yes","Mysterious","Yes","No","Talk","People","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",2127
"41310",1975,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","No","No","No","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2133
"41410",1955,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","No","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","TMI","No","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",2135
"41510",1959,"Male","over $150,000","Domestic Partners (no kids)","Master's Degree","No","No","No","Yes","Yes","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","No","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",2137
"41610",1948,"Male","under $25,000","Single (w/kids)","Associate's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","Yes","Space","No","Online","No","No","No","No","Grrr people","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Rent","Pessimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",2141
"41710",1981,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",2149
"41810",1982,"Male","$25,001 - $50,000","Married (w/kids)","Doctoral Degree","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","No","No","No","Receiving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","Yes","No","Yes","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",2160
"41910",1942,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","No","Yes","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",2162
"42010",1991,"Male","$25,001 - $50,000","Married (no kids)","High School Diploma","Yes","No","No","No","No","No","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Receiving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2163
"42110",2000,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","No","No","No","No","Yes","Yes","Public","No","No","No","No","No","No","Yes","Art","Study first","No","No","No","Yes","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Own","Pessimist","Mom","No","No","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",2165
"42210",1985,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","No","No","No","Yes","No","No","Private","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","Yes","Yes","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",2166
"42310",1969,"Female","$100,001 - $150,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","Yes","TMI","No","Yes","Talk","Technology","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2178
"42410",1995,"Female","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","No","No","Private","Yes","No","No","No","No","Yes","Yes","Art","Try first","No","Yes","No","Yes","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","No","No","Yes","Supportive","Yes","Mac","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes",2180
"42510",1984,"Female","$75,000 - $100,000","Married (no kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",2185
"42610",1967,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Yay people!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Rent","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",2187
"42710",1964,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","Yes","No","No","No","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Talk","Technology","No","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","No","No","No","Yes","No","No","Yes","No","No","Yes",2197
"42810",1971,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","No","No","No","No","No","No","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","No","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","No","Nope","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",2206
"42910",1969,"Male","$100,001 - $150,000","Married (w/kids)","Current K-12","Yes","Yes","No","Yes","No","Yes","Public","Yes","No","Yes","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","Start","No","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","Yes","PC","No","Cautious","No","Umm...","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",2216
"43010",1989,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","No","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Optimist","Mom","No","No","No","No","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",2220
"43110",1965,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","Yes","Yes","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","People","Yes","Yes","No","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",2224
