"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
227,1992,"Female","over $150,000","Single (no kids)","High School Diploma","Yes","No","No","No","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","Yes","No","Receiving","Yes","Yes","","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","End","Yes","No","Circumstances","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","People","No","","","No","No","Supportive","No","PC","No","Cautious","No","Umm...","Yes","Space","Yes","Online","No","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","","Yes","No","No","No","No","No","Own","Optimist","Mom","No","Yes","","Yes","Nope","No","No","No","No","","Yes","Only-child","No","No","No","Democrat"
228,1988,"Male","$25,001 - $50,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","No","A.M.","No","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
230,1946,"Male","$100,001 - $150,000","Single (no kids)","Master's Degree","No","","No","No","No","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","No","Yes","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","No","No","No","No","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","No","Online","No","","","No","Grrr people","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","No","No","Nope","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Republican"
232,1978,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","No","","","","No","Yes","No","","No","","Yes","","","","Yes","No","","Giving","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
233,1950,"Female","$50,000 - $74,999","Married (w/kids)","Master's Degree","","No","No","No","No","No","Private","Yes","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","","Yes!","No","Space","No","In-person","No","Yes","","Yes","Grrr people","No","Yes","No","","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Republican"
234,1998,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","","Yes","","","","","","No","","","","Yes","","","","Study first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","Tunes","","","","","","","","No","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","Yes","Democrat"
235,1964,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","No","Private","No","Yes","No","Yes","Yes","Yes","Yes","","Study first","No","","No","Yes","Giving","No","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","End","No","No","Me","No","No","No","Yes","No","Mysterious","No","Yes","","Technology","Yes","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","","Republican"
237,1997,"Female","under $25,000","Single (no kids)","Current K-12","","","","","","","","","","","","Yes","","","","","","","No","","","Yes","Yes","","No","Yes","","","","","","","","","","Yes","","No","No","","No","No","Yes","Yes","No","TMI","No","","","Technology","Yes","","","No","Yes","Demanding","No","","No","Cautious","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","","Yes","","Yes","Yes","Republican"
241,1971,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","","","No","","Yes","Yes","Private","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","No","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","No","No","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Republican"
242,1996,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","","","","","Yes","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","No","Yes","Nope","No","No","Yes","Yes","Yes","No","Only-child","Yes","No","Yes","Republican"
243,1965,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Yes","No","No","Yes","No","Yes","Public","Yes","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","No","Yes","TMI","No","Yes","Tunes","People","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","","","","","Nope","Yes","Yes","No","Yes","Yes","No","Only-child","No","No","No","Republican"
245,1964,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","Yes","TMI","No","Yes","Tunes","Technology","No","Yes","","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
246,1987,"Female","$100,001 - $150,000","Married (no kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Democrat"
247,1968,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Yes","No","No","Yes","No","No","Private","No","Yes","No","No","No","Yes","Yes","Art","Study first","No","No","Yes","No","Giving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","People","Yes","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Republican"
248,1983,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","Yes","No","Yes","Yes","Yes","Public","Yes","Yes","","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","","","Idealist","No","No","Cool headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","Yes","","Yes","No","Me","","","","","","","Yes","","Talk","Technology","No","","Yes","No","Yes","","","PC","No","Cautious","No","Umm...","No","","No","","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Democrat"
249,1980,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","No","No","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","No","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","No","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Republican"
250,1966,"Female","under $25,000","Single (w/kids)","Associate's Degree","","","Yes","Yes","Yes","No","Public","Yes","No","No","No","No","Yes","Yes","Science","Study first","Yes","No","No","No","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","Start","No","Yes","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Democrat"
251,1983,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","","","No","No","Yes","No","Private","No","No","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","Mysterious","","","","","","","","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","","Yes","Grrr people","Yes","No","No","","No","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","","No","Yes","Yes","Yes","Yes","Democrat"
252,1989,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","","No","No","No","Yes","No","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","","","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","Democrat"
253,1959,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","No","Yes","No","No","Yes","Yes","Public","Yes","No","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Hot headed","","No","Right","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","Yes","No","No","","Yes","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","Yes","PC","Yes","Cautious","No","","No","","","Online","No","Yes","Yes","Yes","Grrr people","Yes","","","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Own","Pessimist","Dad","Yes","No","No","No","Check!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Democrat"
254,1970,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","No","No","No","No","Grrr people","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","No","No","Nope","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Republican"
255,1982,"Male","$50,000 - $74,999","Domestic Partners (no kids)","Associate's Degree","No","Yes","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","","","","","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","","","","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Democrat"
256,1980,"Female","$50,000 - $74,999","Single (w/kids)","Current Undergraduate","No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","No","P.M.","No","End","No","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","Yes","Socialize","No","In-person","No","No","No","No","Grrr people","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Democrat"
257,1965,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","PC","No","Cautious","No","","","","","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Democrat"
258,1990,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","","","","","","","","","","","Yes","Yes","Yes","Yes","Science","","","","Yes","No","Receiving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Democrat"
261,1979,"Female","$75,000 - $100,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","Yes","Online","Yes","Yes","Yes","Yes","Grrr people","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
262,1981,"Male","$50,000 - $74,999","Married (no kids)","High School Diploma","Yes","Yes","No","Yes","Yes","Yes","Private","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","No","Yes","Receiving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Republican"
