ID,Team.Name,Public.Score,Public.Rank,Private.Score,Private.Rank,Delta.Score,Delta.Rank
2112,Ken Dason,0.63362,1194,0.61494,2111,-0.01868,917
2113,MauroCento,0.62356,1996,0.61494,2112,-0.00862,116
2114,MohammadKurdi,0.63075,1399,0.61494,2113,-0.01581,714
2115,PaddyK,0.61782,2393,0.61494,2114,-0.00288,-279
2116,ivarive,0.61207,2485,0.61494,2115,0.00287,-370
2117,rohitaswaroy,0.63649,976,0.61494,2116,-0.02155,1140
2118,YifanXie,0.61351,2467,0.61494,2117,0.00143,-350
2119,SubrahmanyamKV,0.63937,830,0.61494,2118,-0.02443,1288
2120,gr.swapna,0.64511,485,0.61494,2119,-0.03017,1634
2121,Brian Hoang,0.63075,1404,0.61494,2120,-0.01581,716
2122,Sriganesh.B,0.63218,1299,0.61494,2121,-0.01724,822
2123,JCZA,0.63937,815,0.61494,2122,-0.02443,1307
2124,AiswaryaRamachandran,0.62069,2101,0.61494,2123,-0.00575,22
2125,Rags,0.61925,2260,0.61494,2124,-0.00431,-136
2126,HimanshuJain,0.61782,2403,0.61494,2125,-0.00288,-278
2127,Rogier Peters,0.63218,1309,0.61494,2126,-0.01724,817
2128,hitendra,0.61782,2405,0.61494,2127,-0.00288,-278
2129,MuhammadVT,0.63075,1413,0.61494,2128,-0.01581,715
2130,manishgarg,0.64080,759,0.61494,2129,-0.02586,1370
2131,Werbung,0.62069,2086,0.61494,2130,-0.00575,44
2132,ARCH,0.62356,2023,0.61494,2131,-0.00862,108
2133,ShunsukeMiyoshi,0.64224,649,0.61494,2132,-0.02730,1483
2134,VijuPV,0.62644,1882,0.61494,2133,-0.01150,251
2135,sofmonk,0.62787,1798,0.61494,2134,-0.01293,336
2136,Djinny,0.61782,2409,0.61494,2135,-0.00288,-274
2137,RochVargas,0.64368,586,0.61494,2136,-0.02874,1550
2138,Gabriel,0.63649,1022,0.61494,2137,-0.02155,1115
2139,Pedro Rauiz Estigarribia Gestal,0.62069,2116,0.61494,2138,-0.00575,22
2140,covalent,0.61925,2352,0.61494,2139,-0.00431,-213
2141,Krishan Modi,0.63506,1129,0.61494,2140,-0.02012,1011
2142,KandukurichandraShekar,0.62787,1787,0.61494,2141,-0.01293,354
2143,TusharPatni,0.62644,1893,0.61494,2142,-0.01150,249
2144,Neha Jain,0.62069,2124,0.61494,2143,-0.00575,19
2145,Birwal,0.62069,2125,0.61494,2144,-0.00575,19
2146,JorgeMurillo,0.63649,1052,0.61494,2145,-0.02155,1093
2147,Vandy,0.59914,2711,0.61494,2146,0.01580,-565
2148,sueeeyang,0.62500,1972,0.61494,2147,-0.01006,175
2149,currea,0.62500,1977,0.61494,2148,-0.01006,171
2150,Puneet Singh,0.61351,2479,0.61494,2149,0.00143,-330
2151,Philip,0.63218,1370,0.61494,2150,-0.01724,780
2152,RichardLee,0.61782,2421,0.61494,2151,-0.00288,-270
2153,Olivier,0.64943,347,0.61494,2152,-0.03449,1805
2154,GeorgeJordi,0.63362,1251,0.61494,2153,-0.01868,902
2155,LinhDang,0.62500,1911,0.61351,2154,-0.01149,243
2156,Faraz,0.61351,2463,0.61351,2155,0.00000,-308
2157,RedFinnas,0.63362,1175,0.61351,2156,-0.02011,981
2158,CheekyMoron,0.63218,1269,0.61351,2157,-0.01867,888
2159,AndersWalløe,0.62644,1842,0.61351,2158,-0.01293,316
2160,JonatanLV,0.63649,1011,0.61351,2159,-0.02298,1148
2161,Harris,0.63218,1273,0.61351,2160,-0.01867,887
2162,oscarette19,0.62500,1927,0.61351,2161,-0.01149,234
2163,Georges N,0.61925,2191,0.61351,2162,-0.00574,-29
2164,DotCloud,0.65948,88,0.61351,2163,-0.04597,2075
2165,Tom D,0.62644,1855,0.61351,2164,-0.01293,309
2166,Gabo,0.61494,2446,0.61351,2165,-0.00143,-281
2167,EduardoAlmeida,0.62500,1930,0.61351,2166,-0.01149,236
2168,Bwesche,0.62644,1857,0.61351,2167,-0.01293,310
2169,ccrambli,0.63793,891,0.61351,2168,-0.02442,1277
2170,wolnov,0.63218,1298,0.61351,2169,-0.01867,871
2171,Donald Duck,0.61925,2233,0.61351,2170,-0.00574,-63
2172,tocarjo,0.63218,1302,0.61351,2171,-0.01867,869
2173,lhlong,0.61925,2270,0.61351,2172,-0.00574,-98
2174,youngspring1,0.62500,1942,0.61351,2173,-0.01149,231
2175,RohitSubramanian,0.60345,2571,0.61351,2174,0.01006,-397
2176,MichaelChimento,0.63218,1305,0.61351,2175,-0.01867,870
2177,tapanKumar,0.60345,2572,0.61351,2176,0.01006,-396
2178,lau0730,0.63218,1368,0.61351,2177,-0.01867,809
2179,NigelWaring,0.61925,2265,0.61351,2178,-0.00574,-87
2180,FélixMartínezJiménez,0.62644,1880,0.61351,2179,-0.01293,299
2181,akak,0.62931,1579,0.61351,2180,-0.01580,601
2182,ravirahul,0.63362,1206,0.61351,2181,-0.02011,975
2183,dciccola,0.63218,1323,0.61351,2182,-0.01867,859
2184,FrayoshFKhursetjee,0.63218,1365,0.61351,2183,-0.01867,818
2185,AnthonyMartellotta,0.63075,1425,0.61351,2184,-0.01724,759
2186,aspergers,0.63362,1234,0.61351,2185,-0.02011,951
2187,agins81,0.63649,1037,0.61351,2186,-0.02298,1149
2188,Derek,0.62644,1889,0.61351,2187,-0.01293,298
2189,Ellie Shiyao Cai,0.62500,1964,0.61351,2188,-0.01149,224
2190,TiborT,0.61925,2320,0.61351,2189,-0.00574,-131
2191,Martin,0.61925,2339,0.61351,2190,-0.00574,-149
2192,Joe_G,0.60201,2586,0.61351,2191,0.01150,-395
2193,CarlosNava,0.61351,2480,0.61351,2192,0.00000,-288
2194,Apple,0.63218,1373,0.61351,2193,-0.01867,820
2195,DavidBass,0.61925,2142,0.61207,2194,-0.00718,52
2196,dylntrnr,0.61925,2143,0.61207,2195,-0.00718,52
2197,TiloBC,0.62069,2138,0.61207,2196,-0.00862,58
2198,Siddharth,0.61925,2144,0.61207,2197,-0.00718,53
2199,David Jabon,0.61925,2146,0.61207,2198,-0.00718,52
2200,joeler,0.62787,1761,0.61207,2199,-0.01580,438
2201,rvdalal,0.61925,2147,0.61207,2200,-0.00718,53
2202,epage74,0.61925,2148,0.61207,2201,-0.00718,53
2203,BorjaSanz-Agero,0.62500,1917,0.61207,2202,-0.01293,285
2204,Yun Qi,0.61925,2149,0.61207,2203,-0.00718,54
2205,maribel,0.61925,2151,0.61207,2204,-0.00718,53
2206,cmseaton42,0.61925,2152,0.61207,2205,-0.00718,53
2207,ian580,0.61925,2153,0.61207,2206,-0.00718,53
2208,Ludovic Farine,0.63649,962,0.61207,2207,-0.02442,1245
2209,jukimv1986,0.61925,2155,0.61207,2208,-0.00718,53
2210,Daniel Wilkins,0.61925,2156,0.61207,2209,-0.00718,53
2211,Mukesh Gupta,0.61925,2157,0.61207,2210,-0.00718,53
2212,dgrust,0.61925,2158,0.61207,2211,-0.00718,53
2213,Bryon Martinez,0.61925,2159,0.61207,2212,-0.00718,53
2214,kkoehler,0.61925,2160,0.61207,2213,-0.00718,53
2215,Maggie Liu,0.61925,2162,0.61207,2214,-0.00718,52
2216,av8r,0.61925,2163,0.61207,2215,-0.00718,52
2217,raym26,0.61925,2164,0.61207,2216,-0.00718,52
2218,Bidroha Parija,0.61925,2166,0.61207,2217,-0.00718,51
2219,Chaatak Priya,0.63075,1452,0.61207,2218,-0.01868,766
2220,ShaunakVashishtha,0.61925,2168,0.61207,2219,-0.00718,51
2221,SANTOSH HR,0.61925,2169,0.61207,2220,-0.00718,51
2222,DebbyM,0.61925,2171,0.61207,2221,-0.00718,50
2223,YueLiu,0.61925,2173,0.61207,2222,-0.00718,49
2224,Rodrigo Barros,0.62931,1514,0.61207,2223,-0.01724,709
2225,RavanNannapaneni,0.61925,2174,0.61207,2224,-0.00718,50
2226,bmokk,0.61925,2175,0.61207,2225,-0.00718,50
2227,Juanje,0.62644,1879,0.61207,2226,-0.01437,347
2228,gandhamdattu,0.61925,2177,0.61207,2228,-0.00718,51
2229,AleksK,0.61925,2178,0.61207,2229,-0.00718,51
2230,Sai Avinash Revanur,0.61925,2179,0.61207,2230,-0.00718,51
2231,Lottie,0.61925,2180,0.61207,2231,-0.00718,51
2232,SantoshPrasad,0.61925,2181,0.61207,2232,-0.00718,51
2233,SteveHind,0.61925,2182,0.61207,2233,-0.00718,51
2234,CarlosSalim,0.61925,2184,0.61207,2234,-0.00718,50
2235,BobCrunch,0.61925,2185,0.61207,2235,-0.00718,50
2236,peace,0.61925,2189,0.61207,2236,-0.00718,47
2237,Joel Lee,0.61925,2190,0.61207,2237,-0.00718,47
2238,wszenic,0.61925,2194,0.61207,2238,-0.00718,44
2239,claire,0.61925,2195,0.61207,2239,-0.00718,44
2240,tseng,0.61925,2197,0.61207,2240,-0.00718,43
2241,SanjayJayaraman,0.61925,2198,0.61207,2241,-0.00718,43
2242,Daopeng,0.61925,2199,0.61207,2242,-0.00718,43
2243,Alex Roberts,0.63649,975,0.61207,2243,-0.02442,1268
2244,smithj57,0.61925,2201,0.61207,2244,-0.00718,43
2245,gleb,0.61925,2202,0.61207,2245,-0.00718,43
2246,anukad,0.65517,145,0.61207,2246,-0.04310,2101
2247,Simona St.,0.61925,2203,0.61207,2247,-0.00718,44
2248,Abraham Ansah-Cudjoe,0.61925,2204,0.61207,2248,-0.00718,44
2249,benp,0.61925,2205,0.61207,2249,-0.00718,44
2250,MatthewFox,0.61925,2208,0.61207,2250,-0.00718,42
2251,JonathanToro,0.61925,2209,0.61207,2251,-0.00718,42
2252,Rio Julian,0.61925,2210,0.61207,2252,-0.00718,42
2253,Nick Millar,0.62644,1863,0.61207,2253,-0.01437,390
2254,HongtaoChi,0.61925,2212,0.61207,2254,-0.00718,42
2255,Peter 2,0.61925,2213,0.61207,2255,-0.00718,42
2256,Nirav Shah,0.63075,1402,0.61207,2256,-0.01868,854
2257,clinamen,0.61925,2215,0.61207,2257,-0.00718,42
2258,BrandonSmith,0.61925,2216,0.61207,2258,-0.00718,42
2259,ToddHunter,0.61925,2218,0.61207,2259,-0.00718,41
2260,MadhaviPanangipalli,0.61925,2220,0.61207,2260,-0.00718,40
2261,Claudia Fernandez,0.60776,2531,0.61207,2261,0.00431,-270
2262,winoidorai,0.64224,628,0.61207,2262,-0.03017,1634
2263,chezydan,0.61925,2222,0.61207,2263,-0.00718,41
2264,George Alevropoulos,0.61925,2223,0.61207,2264,-0.00718,41
2265,KiviEhleonora,0.61925,2224,0.61207,2265,-0.00718,41
2266,CynthiaGarcia,0.61925,2225,0.61207,2266,-0.00718,41
2267,Lokesh,0.61925,2226,0.61207,2267,-0.00718,41
2268,Shashank Patel,0.61925,2227,0.61207,2268,-0.00718,41
2269,almond,0.61925,2228,0.61207,2269,-0.00718,41
2270,Sanjeeb Kumar Dash,0.61925,2229,0.61207,2270,-0.00718,41
2271,Shaif Tazir,0.61925,2230,0.61207,2271,-0.00718,41
2272,RRam,0.61925,2231,0.61207,2272,-0.00718,41
2273,The_Man,0.61925,2232,0.61207,2273,-0.00718,41
2274,giovannialbertario,0.61925,2234,0.61207,2274,-0.00718,40
2275,vzhenia,0.61925,2235,0.61207,2275,-0.00718,40
2276,Arturo,0.65086,266,0.61207,2276,-0.03879,2010
2277,Sumi,0.61925,2237,0.61207,2277,-0.00718,40
2278,cpen5,0.62931,1626,0.61207,2278,-0.01724,652
2279,AndrewSpencer,0.63075,1408,0.61207,2279,-0.01868,871
2280,jarcosr,0.61925,2238,0.61207,2280,-0.00718,42
2281,Alberto Catarinella,0.61925,2239,0.61207,2281,-0.00718,42
2282,RamPadmanabhan,0.61925,2240,0.61207,2282,-0.00718,42
2283,Xinchen,0.61925,2241,0.61207,2283,-0.00718,42
2284,J2yay,0.63218,1306,0.61207,2284,-0.02011,978
2285,Shang-Lin,0.62787,1815,0.61207,2285,-0.01580,470
2286,PilarCoral,0.61925,2246,0.61207,2286,-0.00718,40
2287,yiskandar,0.61925,2247,0.61207,2287,-0.00718,40
2288,Eftychia Tserepi-Kriki,0.61925,2249,0.61207,2288,-0.00718,39
2289,Luca,0.61925,2252,0.61207,2289,-0.00718,37
2290,Umang,0.61925,2253,0.61207,2290,-0.00718,37
2291,Pierrick LOUBIER,0.61925,2254,0.61207,2291,-0.00718,37
2292,MatteoQuaresmini,0.61925,2256,0.61207,2292,-0.00718,36
2293,Teresa,0.61925,2257,0.61207,2293,-0.00718,36
2294,Gamma7,0.62500,1950,0.61207,2294,-0.01293,344
2295,ArifSaiyed,0.61925,2258,0.61207,2295,-0.00718,37
2296,HanZhu,0.61351,2472,0.61207,2296,-0.00144,-176
2297,kepr,0.61925,2259,0.61207,2297,-0.00718,38
2298,Katrina 2,0.61925,2261,0.61207,2298,-0.00718,37
2299,Ghada Abu Sheasha,0.61207,2491,0.61207,2299,0.00000,-192
2300,nanou,0.61925,2262,0.61207,2300,-0.00718,38
2301,Kumar,0.61925,2263,0.61207,2301,-0.00718,38
2302,MisterClutch,0.61925,2264,0.61207,2302,-0.00718,38
2303,BillRichardson,0.61925,2266,0.61207,2303,-0.00718,37
2304,Pranav Kumar,0.61925,2268,0.61207,2304,-0.00718,36
2305,jrevelo,0.61925,2271,0.61207,2305,-0.00718,34
2306,gtieng,0.61925,2272,0.61207,2306,-0.00718,34
2307,RahulSethi,0.61925,2274,0.61207,2307,-0.00718,33
2308,KiranIngale,0.61925,2276,0.61207,2308,-0.00718,32
2309,PrakashR,0.60920,2519,0.61207,2309,0.00287,-210
2310,SaurabhK,0.61925,2281,0.61207,2310,-0.00718,29
2311,Saurabh Kumar 2,0.61925,2282,0.61207,2311,-0.00718,29
2312,CarlosChávez,0.61925,2283,0.61207,2312,-0.00718,29
2313,eslick,0.61925,2284,0.61207,2313,-0.00718,29
2314,cath_paquette,0.61925,2285,0.61207,2314,-0.00718,29
2315,Jim C,0.61925,2288,0.61207,2315,-0.00718,27
2316,MallekaRamachandran,0.61925,2290,0.61207,2316,-0.00718,26
2317,Kamila_K,0.61925,2278,0.61207,2317,-0.00718,39
2318,ElvisI,0.62213,2061,0.61207,2318,-0.01006,257
2319,RodrigoGarciaSaiz,0.61925,2295,0.61207,2319,-0.00718,24
2320,willeke,0.62356,2025,0.61207,2320,-0.01149,295
2321,Patrick Larm,0.61925,2296,0.61207,2321,-0.00718,25
2322,Humberto Domínguez,0.61925,2297,0.61207,2322,-0.00718,25
2323,Ivy Wang,0.61925,2298,0.61207,2323,-0.00718,25
2324,Jeyashanker,0.61925,2300,0.61207,2324,-0.00718,24
2325,WilsonBarros,0.61925,2301,0.61207,2325,-0.00718,24
2326,MLZC,0.61925,2302,0.61207,2326,-0.00718,24
2327,Markimus,0.61925,2303,0.61207,2327,-0.00718,24
2328,RupeshSingh,0.63649,1059,0.61207,2328,-0.02442,1269
2329,FHNP,0.61925,2304,0.61207,2329,-0.00718,25
2330,SteveLiao,0.63218,1340,0.61207,2330,-0.02011,990
2331,chilambuselvan,0.61925,2307,0.61207,2331,-0.00718,24
2332,Siddharth 2,0.61925,2308,0.61207,2332,-0.00718,24
2333,VivR,0.61925,2309,0.61207,2333,-0.00718,24
2334,Kate 2,0.61925,2310,0.61207,2334,-0.00718,24
2335,ANyaude,0.61925,2311,0.61207,2335,-0.00718,24
2336,RicardoSilva,0.61925,2312,0.61207,2336,-0.00718,24
2337,JasonRhuggenaath,0.61925,2314,0.61207,2337,-0.00718,23
2338,yuanwang,0.61925,2315,0.61207,2338,-0.00718,23
2339,Zempe,0.61925,2316,0.61207,2339,-0.00718,23
2340,DeanaHH,0.61925,2317,0.61207,2340,-0.00718,23
2341,Dmitri Kharlamov,0.61925,2319,0.61207,2341,-0.00718,22
2342,RamonFrausto,0.60632,2546,0.61207,2342,0.00575,-204
2343,KarimM,0.61925,2321,0.61207,2343,-0.00718,22
2344,Ratart,0.61925,2322,0.61207,2344,-0.00718,22
2345,Potnuru Santosh,0.61925,2323,0.61207,2345,-0.00718,22
2346,jflamm,0.61925,2324,0.61207,2346,-0.00718,22
2347,DileepBa,0.61925,2326,0.61207,2347,-0.00718,21
2348,India,0.62931,1711,0.61207,2348,-0.01724,637
2349,Fatih Kaygisiz,0.62931,1708,0.61207,2349,-0.01724,641
2350,iStallion,0.62069,2134,0.61207,2350,-0.00862,216
2351,IlangeeranKarthikeyan,0.61925,2327,0.61207,2351,-0.00718,24
2352,Eligeti Vighneshwar,0.61925,2328,0.61207,2352,-0.00718,24
2353,Gildomrod,0.61925,2329,0.61207,2353,-0.00718,24
2354,Bipin Kumar,0.61925,2330,0.61207,2354,-0.00718,24
2355,Yatin Sharma,0.61925,2332,0.61207,2355,-0.00718,23
2356,hilal tarakci,0.61925,2333,0.61207,2356,-0.00718,23
2357,Rahul Dasgupta,0.61207,2496,0.61207,2357,0.00000,-139
2358,RicardoPeralta,0.61925,2334,0.61207,2358,-0.00718,24
2359,A VV,0.61925,2335,0.61207,2359,-0.00718,24
2360,VicenteHuaman,0.61925,2337,0.61207,2360,-0.00718,23
2361,Kishore Kumar MK.,0.61925,2338,0.61207,2361,-0.00718,23
2362,NKane415,0.62787,1821,0.61207,2362,-0.01580,541
2363,Nitin Chandola,0.61925,2340,0.61207,2363,-0.00718,23
2364,David Wilbur,0.62500,1958,0.61207,2364,-0.01293,406
2365,Ipay Lacuna,0.61925,2341,0.61207,2365,-0.00718,24
2366,Ratul,0.66667,42,0.61207,2366,-0.05460,2324
2367,cjrwalker,0.61925,2342,0.61207,2367,-0.00718,25
2368,Todd Fine,0.61925,2344,0.61207,2368,-0.00718,24
2369,Paul,0.61925,2345,0.61207,2369,-0.00718,24
2370,jiyeon,0.62500,1975,0.61207,2370,-0.01293,395
2371,Jay Ramdugu,0.61925,2346,0.61207,2371,-0.00718,25
2372,Joseph Wong,0.61925,2347,0.61207,2372,-0.00718,25
2373,Kanhua Pan,0.61925,2348,0.61207,2373,-0.00718,25
2374,eenSifar,0.61925,2354,0.61207,2374,-0.00718,20
2375,Sriram Nagarajan,0.61925,2355,0.61207,2375,-0.00718,20
2376,Hongda,0.61925,2356,0.61207,2376,-0.00718,20
2377,Llsjr,0.63649,1018,0.61207,2377,-0.02442,1359
2378,Beniguchi,0.61925,2358,0.61207,2378,-0.00718,20
2379,fayechina,0.63937,863,0.61207,2379,-0.02730,1516
2380,SudhaKottalanka,0.61925,2360,0.61207,2380,-0.00718,20
2381,Vilas,0.61925,2363,0.61207,2381,-0.00718,18
2382,Daniel Brue,0.61925,2364,0.61207,2382,-0.00718,18
2383,KittyPirate,0.61925,2365,0.61207,2383,-0.00718,18
2384,amitavasen,0.61925,2366,0.61207,2384,-0.00718,18
2385,AbhishekMishra,0.61925,2367,0.61207,2385,-0.00718,18
2386,Hieu Tran,0.61925,2370,0.61207,2386,-0.00718,16
2387,NeilDelargy,0.61925,2376,0.61207,2387,-0.00718,11
2388,richnessness,0.62644,1907,0.61207,2388,-0.01437,481
2389,TToomes,0.61925,2377,0.61207,2389,-0.00718,12
2390,Christa Bom,0.61925,2378,0.61207,2390,-0.00718,12
2391,Pepe,0.63506,1154,0.61207,2391,-0.02299,1237
2392,Burak Y?lmaz,0.61925,2379,0.61207,2392,-0.00718,13
2393,Devyendar Maganti,0.61925,2380,0.61207,2393,-0.00718,13
2394,Michael 2,0.61925,2381,0.61207,2394,-0.00718,13
2395,AlexanderZeyss,0.60776,2537,0.61207,2395,0.00431,-142
2396,sridhanvantri,0.61925,2382,0.61207,2396,-0.00718,14
2397,RachnaKatariaHans,0.61925,2383,0.61207,2397,-0.00718,14
2398,Hugh,0.61925,2384,0.61207,2398,-0.00718,14
2399,mark.patrick.phelan,0.61782,2418,0.61207,2399,-0.00575,-19
2400,anysoft,0.61925,2385,0.61207,2400,-0.00718,15
2401,roadhouse,0.61925,2386,0.61207,2401,-0.00718,15
2402,fernandocalero,0.61925,2219,0.61063,2402,-0.00862,183
2403,Thornkin,0.65230,209,0.61063,2403,-0.04167,2194
2404,vijendra rana,0.61925,2236,0.61063,2404,-0.00862,168
2405,TanushreeJhajharia,0.65661,122,0.61063,2405,-0.04598,2283
2406,JoLo,0.61063,2509,0.61063,2406,0.00000,-103
2407,Andrei B.,0.60345,2570,0.61063,2407,0.00718,-163
2408,PaRmEeTSingh,0.62500,1957,0.61063,2408,-0.01437,451
2409,Lewis Staples,0.61782,2410,0.61063,2409,-0.00719,-1
2410,J-Lynch,0.61782,2412,0.61063,2410,-0.00719,-2
2411,MarkusMorsink,0.61925,2374,0.61063,2411,-0.00862,37
2412,NataliaChang-Navarro,0.61782,2414,0.61063,2412,-0.00719,-2
2413,rdollie,0.61207,2498,0.61063,2413,-0.00144,-85
2414,edx2015,0.63506,1142,0.61063,2414,-0.02443,1272
2415,Mehdi,0.63075,1457,0.61063,2415,-0.02012,958
2416,reachdonald,0.62787,1826,0.60920,2416,-0.01867,590
2417,Romanos,0.64080,708,0.60920,2417,-0.03160,1709
2418,gogogo,0.65517,148,0.60920,2418,-0.04597,2270
2419,tarakmehta,0.61925,2269,0.60920,2419,-0.01005,150
2420,TerryBot,0.62931,1625,0.60920,2420,-0.02011,795
2421,srAtKaggle,0.59914,2657,0.60920,2421,0.01006,-236
2422,prajjwaljaiswal,0.62069,2103,0.60920,2422,-0.01149,319
2423,Koundinya,0.60776,2529,0.60920,2423,0.00144,-106
2424,cpatrick3350,0.62069,2107,0.60920,2424,-0.01149,317
2425,wgwinegar,0.63218,1336,0.60920,2425,-0.02298,1089
2426,jessepro56,0.63362,1220,0.60920,2426,-0.02442,1206
2427,MUTHUKUMARMATHIVANAN,0.62931,1710,0.60920,2427,-0.02011,717
2428,StrategyBlack,0.62500,1967,0.60920,2428,-0.01580,461
2429,B00m,0.60345,2576,0.60920,2429,0.00575,-147
2430,JaimeGonzalez,0.60776,2536,0.60920,2430,0.00144,-106
2431,MridulMishra,0.60057,2593,0.60920,2431,0.00863,-162
2432,Hamza,0.62787,1814,0.60920,2432,-0.01867,618
2433,JayC,0.62500,1913,0.60776,2433,-0.01724,520
2434,eat31415,0.64080,695,0.60776,2434,-0.03304,1739
2435,Mihir Kumar,0.61494,2442,0.60776,2435,-0.00718,-7
2436,David May,0.62500,1932,0.60776,2436,-0.01724,504
2437,Gracechang,0.62931,1576,0.60776,2437,-0.02155,861
2438,NilakantanNarasinganallur,0.62356,2007,0.60776,2438,-0.01580,431
2439,frankiestein,0.65086,265,0.60776,2439,-0.04310,2174
2440,RyanDennick,0.64799,400,0.60776,2440,-0.04023,2040
2441,John_B,0.63937,816,0.60776,2441,-0.03161,1625
2442,Victor Semanic,0.61494,2449,0.60776,2442,-0.00718,-7
2443,MikeSimmons,0.62356,2020,0.60776,2443,-0.01580,423
2444,Nguy?n C?nh Hi?u,0.61351,2474,0.60776,2444,-0.00575,-30
2445,?ukaszOcypa,0.64224,686,0.60776,2445,-0.03448,1759
2446,NguyenTuanNga,0.63649,1041,0.60776,2446,-0.02873,1405
2447,Kumar G,0.61494,2456,0.60776,2447,-0.00718,-9
2448,ninjamom,0.61207,2488,0.60776,2448,-0.00431,-40
2449,SimonTuck,0.62213,2077,0.60776,2449,-0.01437,372
2450,Noboru,0.61063,2512,0.60776,2450,-0.00287,-62
2451,pcepulionis,0.59626,2762,0.60776,2451,0.01150,-311
2452,mazalgarab,0.64511,520,0.60776,2452,-0.03735,1932
2453,Jona Ekström,0.61925,2170,0.60632,2453,-0.01293,283
2454,MadChemist,0.62213,2045,0.60632,2454,-0.01581,409
2455,Paul Thomas,0.65948,94,0.60632,2455,-0.05316,2361
2456,AstroRunner,0.62787,1770,0.60632,2456,-0.02155,686
2457,Albert Smith,0.64655,419,0.60632,2457,-0.04023,2038
2458,vaisheevaish,0.59770,2757,0.60632,2458,0.00862,-299
2459,vamsee,0.64224,612,0.60632,2459,-0.03592,1847
2460,Santa,0.61351,2469,0.60632,2460,-0.00719,-9
2461,JR21,0.62500,1934,0.60632,2461,-0.01868,527
2462,rhuergo,0.63937,814,0.60632,2462,-0.03305,1648
2463,AKSingh,0.63506,1108,0.60632,2463,-0.02874,1355
2464,Monisha,0.63362,1199,0.60632,2464,-0.02730,1265
2465,VishalAhuja,0.62931,1611,0.60632,2465,-0.02299,854
2466,Susmi Sengupta,0.62644,1872,0.60632,2466,-0.02012,594
2467,Sunil M,0.61494,2450,0.60632,2467,-0.00862,17
2468,liubieqian,0.62356,2011,0.60632,2468,-0.01724,457
2469,Prabu Palanisamy,0.63793,906,0.60632,2469,-0.03161,1563
2470,JamesTheobald,0.59626,2760,0.60632,2470,0.01006,-290
2471,DanielaCunha,0.63937,841,0.60632,2471,-0.03305,1630
2472,KennethZamora,0.61207,2494,0.60632,2472,-0.00575,-22
2473,Sebity,0.63937,870,0.60632,2473,-0.03305,1603
2474,Fr_ank,0.65805,106,0.60632,2474,-0.05173,2368
2475,bajoran,0.59914,2751,0.60632,2475,0.00718,-276
2476,nguyen0189,0.60057,2594,0.60632,2476,0.00575,-118
2477,solve run,0.62356,1987,0.60489,2477,-0.01867,490
2478,Blanca Huergo Muñoz,0.60632,2551,0.60489,2478,-0.00143,-73
2479,lakers89,0.62787,1771,0.60489,2479,-0.02298,708
2480,jhony1234,0.59626,2759,0.60489,2480,0.00863,-279
2481,ambaphar,0.59483,2770,0.60489,2481,0.01006,-289
2482,Steven Zwart,0.62787,1824,0.60489,2482,-0.02298,658
2483,zqm201,0.58908,2785,0.60489,2483,0.01581,-302
2484,Sumeet Makhija,0.64080,760,0.60489,2484,-0.03591,1724
2485,rupinder,0.62500,1974,0.60489,2485,-0.02011,511
2486,ManasRai,0.62069,2133,0.60489,2486,-0.01580,353
2487,Yngwi,0.61207,2500,0.60489,2487,-0.00718,-13
2488,Mahashraya Sundararaman,0.61351,2483,0.60489,2488,-0.00862,5
2489,KevinLiu,0.59914,2682,0.60489,2489,0.00575,-193
2490,juliancg24,0.63218,1258,0.60345,2490,-0.02873,1232
2491,Robin_Dassen,0.63362,1240,0.60345,2491,-0.03017,1251
2492,KellyinNH,0.63649,1000,0.60345,2492,-0.03304,1492
2493,Alvaro Guerra,0.60632,2539,0.60345,2493,-0.00287,-46
2494,prateekjoshi,0.61638,2426,0.60345,2494,-0.01293,68
2495,ctd11,0.59914,2634,0.60345,2495,0.00431,-139
2496,JoyYap,0.67529,26,0.60345,2496,-0.07184,2470
2497,Manish Joshi,0.61638,2436,0.60345,2497,-0.01293,61
2498,Sascha,0.62787,1803,0.60345,2498,-0.02442,695
2499,CatherineDeltenre,0.59914,2702,0.60345,2499,0.00431,-203
2500,Albert G.Folguera,0.60776,2534,0.60345,2500,-0.00431,-34
2501,enilmik,0.63218,1371,0.60345,2501,-0.02873,1130
2502,LauraGoyeneche,0.62213,2080,0.60345,2502,-0.01868,422
2503,RafaelaNunes,0.63506,1156,0.60345,2503,-0.03161,1347
2504,TENGZHONG,0.61063,2501,0.60201,2504,-0.00862,3
2505,Milin,0.60345,2567,0.60201,2505,-0.00144,-62
2506,Dr Paramjit Singh,0.63649,1027,0.60201,2506,-0.03448,1479
2507,alogarme,0.64224,632,0.60201,2507,-0.04023,1875
2508,Hans,0.62069,2085,0.60201,2508,-0.01868,423
2509,alvaroof89,0.59914,2617,0.60201,2509,0.00287,-108
2510,Gene Biome,0.62500,1959,0.60201,2510,-0.02299,551
2511,JuanChumpitaz,0.63506,1125,0.60201,2511,-0.03305,1386
2512,Benjamin Lira Luttges,0.62644,1899,0.60201,2512,-0.02443,613
2513,José,0.61351,2481,0.60201,2513,-0.01150,32
2514,Alok K. Shukla,0.59483,2765,0.60057,2514,0.00574,-251
2515,st04713,0.58621,2790,0.60057,2515,0.01436,-275
2516,Li Ling,0.63218,1260,0.60057,2516,-0.03161,1256
2517,Guillaume Bersac,0.59914,2624,0.60057,2517,0.00143,-107
